,id,pid,ms_subclass,ms_zoning,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,sale_type,saleprice,exterior_qc,basment_qc,overall_qc,garage_qc,mo_yr_sold,garage_car_area,gr_area_rooms,gr_bed_bath,overall_qual_gr_area,overall_qc_gr_area
1612,945,911370500,120,RM,3843,Pave,2,HLS,3,Inside,1,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,5,3,PConc,5.0,3.0,4.0,6.0,1476.0,1.0,0.0,120.0,1596.0,GasA,5,1,4,1648,0,0,1648,1.0,1.0,2,0,2,1,5,5,7,1,4.0,3.0,2.0,482.0,3.0,3.0,2,162,53,0,153,0,0,0.0,0.0,0,6,2009,New,230000,15,15.0,40,9.0,12054,964.0,8240,4,13184,65920
1613,1010,527183060,120,RL,5950,Pave,2,HLS,3,Inside,1,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4.0,3.0,4.0,6.0,319.0,1.0,0.0,1018.0,1337.0,GasA,4,1,4,1337,0,0,1337,1.0,0.0,2,0,2,1,4,5,7,1,3.0,0.0,2.0,462.0,3.0,3.0,2,0,73,154,0,0,0,0.0,0.0,0,4,2008,WD ,188500,12,12.0,40,9.0,8032,924.0,6685,4,10696,53480
1614,2861,909276070,50,RL,12400,Pave,3,HLS,3,Inside,1,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4.0,3.0,2.0,4.0,602.0,1.0,0.0,299.0,901.0,GasA,3,1,4,1125,592,0,1717,0.0,0.0,1,1,2,1,3,7,7,1,4.0,1.0,1.0,410.0,3.0,3.0,2,0,0,0,0,113,0,0.0,0.0,0,2,2006,WD ,194000,9,12.0,30,9.0,4012,410.0,12019,2,8585,51510
1615,1245,535180120,20,RL,10425,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,774.0,1.0,0.0,330.0,1104.0,GasA,4,1,4,1104,0,0,1104,1.0,0.0,1,0,3,1,3,5,7,0,0.0,0.0,1.0,384.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,4,2008,WD ,133000,9,9.0,25,9.0,8032,384.0,5520,3,5520,27600
1616,854,907201220,20,RL,16269,Pave,2,Lvl,3,CulDSac,2,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,3,3,BrkTil,4.0,3.0,3.0,6.0,625.0,1.0,0.0,282.0,907.0,GasA,3,1,4,907,0,0,907,0.0,0.0,1,0,3,1,3,5,7,0,0.0,1.0,1.0,343.0,3.0,3.0,2,72,0,0,0,0,0,0.0,3.0,0,7,2009,WD ,140000,9,12.0,25,9.0,14063,343.0,4535,3,4535,22675
1617,1437,907181120,60,RL,8998,Pave,2,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,4,3,PConc,4.0,3.0,2.0,6.0,527.0,1.0,0.0,255.0,782.0,GasA,5,1,4,782,870,0,1652,0.0,0.0,2,1,3,1,4,6,7,0,0.0,0.0,2.0,532.0,3.0,3.0,2,0,70,0,0,0,0,0.0,0.0,0,6,2008,WD ,207500,12,12.0,35,9.0,12048,1064.0,9912,6,11564,57820
1618,586,534128190,60,RL,10400,Pave,3,Lvl,3,Inside,2,NWAmes,PosA,Norm,1Fam,2Story,6,7,1967,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,256.0,3,3,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,932.0,932.0,GasA,4,1,4,1271,1369,0,2640,0.0,0.0,2,1,5,1,4,8,7,1,3.0,0.0,2.0,515.0,3.0,3.0,2,0,120,0,0,168,0,0.0,0.0,0,5,2009,WD ,256900,9,9.0,42,9.0,10045,1030.0,21120,10,15840,110880
1619,1947,535375130,50,RL,10134,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,735.0,735.0,GasA,4,1,3,735,299,0,1034,0.0,0.0,1,0,2,1,3,5,7,0,0.0,1.0,1.0,240.0,3.0,3.0,2,0,39,0,0,0,0,0.0,0.0,0,7,2007,WD ,109000,9,9.0,30,9.0,14049,240.0,5170,2,5170,31020
1620,815,906226140,90,RL,7007,Pave,3,Bnk,3,Inside,2,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,3,1,4,1513,0,0,1513,0.0,0.0,2,0,4,2,3,8,7,0,0.0,1.0,2.0,400.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,6,2009,WD ,113722,9,0.0,25,9.0,12054,800.0,12104,8,7565,37825
1621,831,906392110,20,RL,11645,Pave,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,5.0,3.0,4.0,6.0,24.0,1.0,0.0,1474.0,1498.0,GasA,5,1,4,1498,0,0,1498,0.0,0.0,2,0,3,1,4,7,7,1,4.0,3.0,3.0,844.0,3.0,3.0,2,144,98,0,0,0,0,0.0,0.0,0,3,2009,WD ,237000,12,15.0,40,9.0,6027,2532.0,10486,6,11984,59920
1622,1919,535151110,20,RL,8250,Pave,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,5,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,5.0,288.0,1.0,0.0,765.0,1053.0,GasA,4,1,4,1053,0,0,1053,1.0,0.0,1,0,3,1,4,6,7,0,0.0,0.0,2.0,692.0,3.0,3.0,2,240,0,0,0,109,0,0.0,0.0,0,7,2007,WD ,142100,9,9.0,35,9.0,14049,1384.0,6318,3,5265,36855
1623,2306,526302030,20,RL,11027,Pave,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,28.0,3,3,CBlock,3.0,3.0,1.0,4.0,468.0,3.0,539.0,171.0,1178.0,GasA,4,1,4,1293,0,0,1293,1.0,0.0,2,0,2,1,3,5,7,0,0.0,0.0,2.0,452.0,3.0,3.0,2,280,0,0,0,0,0,0.0,0.0,0,5,2006,WD ,149900,9,9.0,30,9.0,10030,904.0,6465,4,7758,38790
1624,430,528108130,20,RL,12350,Pave,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,450.0,5,3,PConc,5.0,3.0,3.0,6.0,1232.0,1.0,0.0,788.0,2020.0,GasA,5,1,4,2020,0,0,2020,1.0,0.0,2,0,3,1,5,7,7,1,4.0,0.0,3.0,896.0,3.0,3.0,2,192,98,0,0,0,0,0.0,0.0,0,5,2009,WD ,404000,15,15.0,45,9.0,10045,2688.0,14140,6,18180,90900
1625,2618,535425080,60,RL,18275,Pave,2,HLS,3,Inside,2,NAmes,Norm,Norm,1Fam,2Story,7,8,1962,1998,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3.0,4.0,5.0,636.0,1.0,0.0,802.0,1438.0,GasA,3,1,4,1900,548,0,2448,1.0,0.0,3,0,3,1,3,9,7,2,4.0,0.0,2.0,441.0,3.0,3.0,2,520,102,0,0,0,0,0.0,0.0,0,9,2006,WD ,277500,9,9.0,56,9.0,18054,882.0,22032,9,17136,137088
1626,245,906201030,60,RL,9206,Pave,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,4,3,CBlock,4.0,3.0,1.0,1.0,0.0,1.0,0.0,741.0,741.0,GasA,3,1,4,977,755,0,1732,0.0,0.0,2,1,3,1,4,7,7,1,3.0,3.0,2.0,476.0,3.0,3.0,2,192,46,0,0,0,0,0.0,0.0,0,6,2010,WD ,178000,12,12.0,30,9.0,12060,952.0,12124,6,10392,51960
1627,462,528186180,120,RL,6240,Pave,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,4,3,PConc,4.0,3.0,1.0,6.0,863.0,1.0,0.0,461.0,1324.0,GasA,5,1,4,1324,0,0,1324,1.0,0.0,2,0,2,1,4,6,7,1,4.0,3.0,2.0,550.0,3.0,3.0,2,192,38,0,0,0,0,0.0,0.0,0,12,2009,WD ,254000,12,12.0,40,9.0,24108,1100.0,7944,4,10592,52960
1628,182,902207130,30,RM,9656,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1Story,2,2,1923,1970,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,2,BrkTil,2.0,2.0,1.0,1.0,0.0,1.0,0.0,678.0,678.0,GasA,3,0,4,832,0,0,832,0.0,0.0,1,0,2,1,3,5,7,1,4.0,1.0,2.0,780.0,2.0,2.0,0,0,0,0,0,0,0,0.0,0.0,0,6,2010,WD ,12789,6,4.0,4,4.0,12060,1560.0,4160,2,1664,3328
1629,1625,527162090,20,RL,7875,Pave,3,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,3,3,PConc,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1237.0,1237.0,GasA,4,1,4,1253,0,0,1253,0.0,0.0,2,0,3,1,3,6,7,1,3.0,3.0,2.0,402.0,3.0,3.0,2,220,21,0,0,0,0,0.0,0.0,0,6,2007,WD ,176000,9,16.0,35,9.0,12042,804.0,7518,6,8771,43855
1630,2381,528106010,60,RL,16259,Pave,3,Lvl,3,Corner,2,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,3,3,PConc,5.0,4.0,3.0,1.0,0.0,1.0,0.0,1249.0,1249.0,GasA,5,1,4,1249,1347,0,2596,0.0,0.0,3,1,4,1,4,9,7,0,0.0,0.0,3.0,840.0,3.0,3.0,2,240,154,0,0,0,0,0.0,0.0,0,9,2006,New,342643,9,20.0,45,9.0,18054,2520.0,23364,12,23364,116820
1631,1827,532378240,20,RL,6173,Pave,2,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,3,3,CBlock,3.0,3.0,1.0,6.0,599.0,1.0,0.0,277.0,876.0,GasA,3,1,4,902,0,0,902,0.0,0.0,1,0,3,1,3,6,7,0,0.0,1.0,1.0,288.0,3.0,3.0,2,0,0,0,0,0,0,0.0,3.0,0,8,2007,WD ,125500,9,9.0,30,9.0,16056,288.0,5412,3,4510,27060
1632,1580,916402015,20,RL,12890,Pave,2,Lvl,3,Inside,2,Timber,Norm,Norm,1Fam,1Story,6,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,128.0,3,3,CBlock,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1495.0,1495.0,GasA,5,1,4,1495,0,0,1495,0.0,0.0,2,0,3,1,3,8,7,1,3.0,1.0,2.0,438.0,3.0,3.0,2,252,0,192,0,0,0,0.0,0.0,0,7,2008,WD ,150000,9,12.0,30,9.0,14056,876.0,11960,6,8970,44850
1633,1803,528480180,20,FV,10440,Pave,3,Lvl,3,Corner,2,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,5,3,PConc,4.0,3.0,2.0,1.0,0.0,1.0,0.0,1574.0,1574.0,GasA,5,1,4,1584,0,0,1584,0.0,0.0,2,0,2,1,5,6,7,1,4.0,3.0,2.0,594.0,3.0,3.0,2,0,256,0,0,0,0,0.0,0.0,0,5,2007,New,261329,15,12.0,40,9.0,10035,1188.0,9504,4,12672,63360
1634,1132,531363060,20,RL,7500,Pave,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,3,3,PConc,4.0,3.0,1.0,6.0,680.0,1.0,0.0,400.0,1080.0,GasA,5,1,4,1080,0,0,1080,1.0,0.0,1,0,3,1,4,6,7,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0.0,0.0,0,4,2008,WD ,141000,9,12.0,35,0.0,8032,0.0,6480,3,7560,37800
1635,1941,535353050,20,RL,9532,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,4,6,1953,1953,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,595.0,3.0,354.0,156.0,1105.0,GasA,4,1,4,1647,0,0,1647,1.0,0.0,1,0,3,1,3,6,6,1,2.0,3.0,1.0,280.0,3.0,3.0,2,225,0,0,0,0,368,3.0,4.0,0,2,2007,WD ,153000,9,9.0,24,9.0,4014,280.0,9882,3,6588,39528
1636,1742,528228270,120,RL,3922,Pave,3,Lvl,3,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,BrkFace,72.0,4,3,PConc,5.0,3.0,3.0,1.0,0.0,1.0,0.0,1258.0,1258.0,GasA,5,1,4,1258,0,0,1258,0.0,0.0,2,0,2,1,4,6,7,1,4.0,3.0,3.0,648.0,3.0,3.0,2,144,16,0,0,0,0,0.0,0.0,0,6,2007,New,172500,12,15.0,35,9.0,12042,1944.0,7548,4,8806,44030
1637,2026,903425280,70,RL,8730,Pave,3,Lvl,3,Inside,2,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,698.0,698.0,GasA,5,1,3,698,698,0,1396,0.0,0.0,1,0,3,1,3,7,7,0,0.0,1.0,1.0,384.0,3.0,3.0,2,0,0,0,0,259,0,0.0,0.0,0,7,2007,WD ,153575,9,9.0,42,9.0,14049,384.0,9772,3,8376,58632
1638,2245,911128020,30,C (all),6060,Pave,3,Lvl,3,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,5,9,1930,2007,Hip,CompShg,MetalSd,MetalSd,None,0.0,4,3,BrkTil,3.0,3.0,1.0,5.0,737.0,1.0,0.0,100.0,837.0,GasA,5,1,4,1001,0,0,1001,0.0,0.0,1,0,2,1,4,5,7,0,0.0,1.0,1.0,216.0,3.0,1.0,0,154,0,42,86,0,0,0.0,0.0,0,11,2007,WD ,124900,12,9.0,45,3.0,22077,216.0,5005,2,5005,45045
1639,1691,528106040,20,RL,14450,Pave,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,5,3,PConc,5.0,3.0,4.0,1.0,0.0,1.0,0.0,2121.0,2121.0,GasA,5,1,4,2121,0,0,2121,0.0,0.0,2,1,3,1,5,8,7,1,5.0,3.0,3.0,732.0,3.0,3.0,2,124,98,0,0,142,0,0.0,0.0,0,5,2007,New,415298,15,15.0,45,9.0,10035,2196.0,16968,6,19089,95445
1640,725,902405120,50,RM,5400,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,972.0,972.0,GasA,5,1,4,1044,0,436,1480,0.0,0.0,1,0,3,1,3,6,7,0,0.0,1.0,1.0,207.0,2.0,3.0,2,0,0,176,0,0,0,0.0,0.0,0,9,2009,ConLI,119000,6,9.0,36,6.0,18081,207.0,8880,3,8880,53280
1641,1787,528435070,20,RL,10000,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,410.0,4,3,PConc,4.0,4.0,3.0,1.0,0.0,1.0,0.0,1588.0,1588.0,GasA,5,1,4,1588,0,0,1588,0.0,0.0,2,0,3,1,4,7,7,1,4.0,0.0,3.0,825.0,3.0,3.0,2,144,45,0,0,0,0,0.0,0.0,0,12,2007,WD ,227000,12,16.0,40,9.0,24084,2475.0,11116,6,12704,63520
1642,1216,534426040,20,RL,10007,Pave,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,4,3,CBlock,3.0,3.0,1.0,5.0,806.0,1.0,0.0,247.0,1053.0,GasA,5,1,4,1053,0,0,1053,1.0,0.0,1,1,3,1,4,5,7,0,0.0,0.0,1.0,312.0,3.0,3.0,2,0,0,0,0,0,0,0.0,3.0,0,8,2008,WD ,145500,12,9.0,35,9.0,16064,312.0,5265,3,5265,36855
1643,2654,902206020,30,RM,7830,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1Story,3,5,1921,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,2.0,3.0,1.0,2.0,416.0,1.0,0.0,76.0,492.0,GasA,3,1,4,492,0,0,492,1.0,0.0,1,0,1,1,3,3,7,0,0.0,1.0,1.0,200.0,2.0,3.0,0,0,0,78,0,0,0,0.0,0.0,0,6,2006,WD ,61500,9,6.0,15,6.0,12036,200.0,1476,1,1476,7380
1644,2310,526354020,20,RL,11727,Pave,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,7,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,434.0,3,4,CBlock,3.0,3.0,2.0,1.0,0.0,1.0,0.0,1851.0,1851.0,GasA,4,1,4,1851,0,0,1851,0.0,0.0,2,0,3,1,3,8,7,1,3.0,3.0,2.0,506.0,3.0,3.0,2,0,146,0,0,0,0,0.0,0.0,0,3,2006,WD ,192100,12,9.0,42,9.0,6018,1012.0,14808,6,12957,77742
1645,761,903484110,190,RM,10320,Pave,3,Bnk,3,Inside,2,IDOTRR,Artery,Norm,2fmCon,2Story,6,7,1915,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,1.0,3.0,276.0,5.0,262.0,160.0,698.0,GasA,5,1,2,754,649,0,1403,1.0,0.0,1,1,3,1,3,7,7,0,0.0,1.0,1.0,308.0,3.0,3.0,2,0,0,288,0,0,0,0.0,0.0,0,2,2009,WD ,116000,12,9.0,42,9.0,4018,308.0,9821,3,8418,58926
1646,1884,534276070,80,RL,10482,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,3,4,CBlock,3.0,3.0,3.0,6.0,507.0,1.0,0.0,81.0,588.0,GasA,5,1,4,1138,0,0,1138,0.0,1.0,1,0,3,1,3,6,7,0,0.0,0.0,1.0,264.0,3.0,3.0,2,224,0,0,0,0,0,0.0,1.0,0,6,2007,WD ,145000,12,9.0,48,9.0,12042,264.0,6828,3,6828,54624
1647,449,528166090,20,RL,15274,Pave,2,Lvl,3,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,724.0,4,3,PConc,5.0,3.0,1.0,6.0,1972.0,1.0,0.0,480.0,2452.0,GasA,5,1,4,2452,0,0,2452,2.0,0.0,2,0,3,1,5,10,7,1,4.0,3.0,3.0,886.0,3.0,3.0,2,0,116,0,0,0,0,0.0,3.0,0,7,2009,WD ,445000,12,15.0,45,9.0,14063,2658.0,24520,6,22068,110340
1648,856,907202050,20,RL,8800,Pave,2,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,3.0,2.0,2.0,532.0,3.0,144.0,364.0,1040.0,GasA,3,1,4,1040,0,0,1040,0.0,0.0,2,0,3,1,4,5,7,0,0.0,1.0,2.0,484.0,3.0,3.0,2,0,0,0,0,288,0,0.0,0.0,0,9,2009,WD ,150500,9,12.0,35,9.0,18081,968.0,5200,6,5200,36400
1649,11,527163010,60,RL,10000,Pave,2,Lvl,3,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,763.0,763.0,GasA,4,1,4,763,892,0,1655,0.0,0.0,2,1,3,1,3,7,7,1,3.0,3.0,2.0,440.0,3.0,3.0,2,157,84,0,0,0,0,0.0,0.0,0,4,2010,WD ,175900,9,12.0,30,9.0,8040,880.0,11585,6,9930,49650
1650,389,527375180,20,RL,10140,Pave,3,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1974,Hip,CompShg,Plywood,Plywood,BrkFace,196.0,3,3,CBlock,3.0,3.0,1.0,5.0,888.0,1.0,0.0,228.0,1116.0,GasA,5,1,4,1116,0,0,1116,1.0,0.0,2,0,3,1,3,6,7,1,3.0,0.0,2.0,528.0,3.0,3.0,2,0,0,0,0,0,0,0.0,2.0,0,4,2009,WD ,167900,9,9.0,36,9.0,8036,1056.0,6696,6,6696,40176
1651,2415,528218140,60,RL,14054,Pave,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,879.0,879.0,GasA,5,1,4,879,984,0,1863,0.0,0.0,2,1,4,1,4,9,7,1,4.0,3.0,3.0,660.0,3.0,3.0,2,100,17,0,0,0,0,0.0,0.0,0,11,2006,New,219210,12,12.0,35,9.0,22066,1980.0,16767,8,13041,65205
1652,77,531451280,60,RL,11218,Pave,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1055.0,1055.0,GasA,5,1,4,1055,790,0,1845,0.0,0.0,2,1,3,1,4,8,7,1,3.0,0.0,2.0,462.0,3.0,3.0,2,635,104,0,0,0,0,0.0,4.0,400,5,2010,WD ,189000,12,12.0,30,9.0,10050,924.0,14760,6,11070,55350
1653,1238,535152200,20,RL,8856,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,4,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,143.0,3,3,CBlock,3.0,3.0,1.0,5.0,621.0,2.0,52.0,503.0,1176.0,GasA,3,1,4,1176,0,0,1176,1.0,0.0,1,0,3,1,3,6,7,2,4.0,0.0,1.0,292.0,3.0,3.0,2,0,88,0,0,95,0,0.0,0.0,0,5,2008,WD ,136500,9,9.0,20,9.0,10040,292.0,7056,3,5880,23520
1654,223,905105200,20,RL,7800,Pave,3,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,2008,Hip,CompShg,HdBoard,HdBoard,BrkFace,47.0,3,3,CBlock,3.0,3.0,2.0,4.0,240.0,3.0,474.0,150.0,864.0,GasA,5,1,4,892,0,0,892,1.0,0.0,1,0,3,1,4,5,7,0,0.0,1.0,1.0,416.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,6,2010,WD ,137900,9,9.0,35,9.0,12060,416.0,4460,3,4460,31220
1655,723,902402150,30,RM,7200,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,4,1910,2006,Hip,CompShg,MetalSd,Stucco,None,0.0,3,3,BrkTil,3.0,3.0,1.0,5.0,247.0,3.0,465.0,310.0,1022.0,GasW,3,0,4,1022,0,0,1022,1.0,0.0,1,0,2,1,3,4,2,0,0.0,1.0,1.0,280.0,3.0,3.0,2,0,30,226,0,0,0,0.0,0.0,0,6,2009,WD ,85000,9,9.0,20,9.0,12054,280.0,4088,2,5110,20440
1656,2562,534477030,20,RL,10680,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,3,3,CBlock,3.0,2.0,1.0,2.0,756.0,1.0,0.0,1380.0,2136.0,GasA,3,0,3,2136,0,0,2136,0.0,0.0,2,0,4,1,3,7,4,0,0.0,1.0,2.0,528.0,3.0,3.0,2,0,30,0,0,0,0,0.0,3.0,0,10,2006,WD ,137900,9,6.0,15,9.0,20060,1056.0,14952,8,10680,32040
1657,995,527106140,60,RL,9535,Pave,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,4.0,6.0,851.0,1.0,0.0,75.0,926.0,GasA,5,1,4,926,678,0,1604,0.0,0.0,2,1,3,1,3,7,7,0,0.0,3.0,2.0,472.0,3.0,3.0,2,100,82,0,0,0,0,0.0,0.0,0,5,2008,WD ,195500,9,12.0,30,9.0,10040,944.0,11228,6,9624,48120
1658,287,909100110,70,RL,6858,Pave,3,Bnk,3,Corner,2,SWISU,Norm,Norm,1Fam,2Story,6,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,806.0,806.0,GasA,3,0,2,841,806,0,1647,1.0,0.0,1,1,4,1,2,6,7,0,0.0,1.0,1.0,216.0,3.0,3.0,2,0,66,136,0,0,0,0.0,0.0,0,5,2010,WD ,128000,9,12.0,24,9.0,10050,216.0,9882,4,9882,39528
1659,1152,532354150,20,RL,8100,Pave,3,Lvl,3,Inside,2,Sawyer,Feedr,Norm,1Fam,1Story,5,8,1961,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,3.0,3.0,1.0,5.0,764.0,1.0,0.0,100.0,864.0,GasA,5,1,4,864,0,0,864,1.0,0.0,1,0,3,1,4,5,7,1,3.0,1.0,1.0,420.0,3.0,3.0,2,132,0,0,0,0,0,0.0,0.0,0,7,2008,WD ,135000,12,9.0,40,9.0,14056,420.0,4320,3,4320,34560
